Title,Genre,Tags,withDLC,isMature,Franchise,ReleaseDate,Developer,Publisher,Languages,PositiveReviews,TotalReviews,NegativeReviews,OriginalPrice,DiscountPercent
Crysis 2 Remastered,Action,"Action, Sandbox, FPS, Shooter, Hero Shooter, First-Person, Aliens, Shoot 'Em Up, Dark Humor, Dystopian, Futuristic, Post-apocalyptic, Sci-fi, Tactical, Combat, Singleplayer, PvE, Violent, Multiplayer",0.0,1.0,Crysis,"17 Nov, 2022",Crytek,Crytek,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Polish, Russian, Simplified Chinese, Traditional Chinese, Turkish","(3,322)","(3,722)",400,"280.000,00₫",-50%
Ancient Dungeon,"Action, Adventure, Indie, RPG, Early Access","VR, Adventure, Dungeon Crawler, Action, Indie, RPG, Roguelike, Roguelite, Voxel, Early Access, Singleplayer, Replay Value, Procedural Generation, Loot, Perma Death, Magic, Gore, Pixel Graphics, Multiplayer",0.0,1.0,,"3 Nov, 2021",Eric Thullen,Eric Thullen,English,976,"(1,022)",46,"188.000,00₫",-30%
Steep™,"Action, Sports","Sports, Open World, Multiplayer, Action, Simulation, Atmospheric, Exploration, Great Soundtrack, Racing, Adventure, First-Person, Snowboarding, Third Person, Singleplayer, Realistic, Co-op, Sandbox, Skiing, Casual, Snow",1.0,0.0,,"2 Dec, 2016",Ubisoft Annecy,Ubisoft,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Dutch, Polish, Portuguese - Brazil, Russian","(21,328)","(26,075)","(4,747)","495.000,00₫",-85%
Pacify,"Action, Adventure, Casual, Indie, Strategy","Horror, Multiplayer, Co-op, Survival Horror, Online Co-Op, Psychological Horror, Thriller, Action, Indie, Adventure, Dark, Sexual Content, First-Person, Singleplayer, Gore, Strategy, Puzzle, Casual, Atmospheric, PvP",0.0,0.0,,"22 Feb, 2019",Shawn Hitchcock,Hitchcock Games,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Russian, Polish, Portuguese - Portugal, Portuguese - Brazil, Thai, Turkish","(34,208)","(39,267)","(5,059)","73.500,00₫",-30%
Vertigo 2,"Action, Adventure, Indie","Indie, VR, Sci-fi, First-Person, Shooter, Female Protagonist, Singleplayer, FPS, Action-Adventure, Aliens, Comedy, Colorful, Adventure, Combat, Action, Lovecraftian, Violent, 3D, Gore, Soundtrack",1.0,1.0,Vertigo,"30 Mar, 2023",Zach Tsiakalis-Brown,Zulubo Productions,"English, French, German, Spanish - Spain, Ukrainian","(1,711)","(1,777)",66,"385.000,00₫",-15%
The Witness,"Adventure, Indie","Puzzle, Exploration, First-Person, Open World, Singleplayer, Colorful, Indie, Atmospheric, Difficult, Walking Simulator, Adventure, Mystery, Nonlinear, Relaxing, Philosophical, Casual, Surreal, Great Soundtrack, Story Rich, Beautiful",0.0,0.0,,"26 Jan, 2016","Thekla, Inc.","Thekla, Inc.","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Arabic, Japanese, Simplified Chinese, Traditional Chinese, Korean, Hungarian","(13,929)","(16,360)","(2,431)","310.000,00₫",-81%
,,,0.0,0.0,,,,,,,,,"1.152.000,00₫",-80%
LIVE A LIVE,"Adventure, RPG","RPG, JRPG, Martial Arts, Hunting, 2.5D, 2D, Controller, Pixel Graphics, Multiple Endings, Medieval, Ninja, Adventure, Western, Sci-fi, 1990's, Futuristic, Modern, Retro, Remake, Singleplayer",0.0,1.0,,"27 Apr, 2023",Square Enix,Square Enix,"English, Japanese, French, Italian, German, Spanish - Spain, Korean, Simplified Chinese, Traditional Chinese",333,372,39,"1.190.000,00₫",-40%
Baldur's Gate II: Enhanced Edition,"Adventure, RPG","RPG, Dungeons & Dragons, Story Rich, CRPG, Fantasy, Party-Based RPG, Tabletop, Open World, Real-Time with Pause, Character Customization, Adventure, Choices Matter, Multiplayer, Magic, Online Co-Op, Singleplayer, Atmospheric, Isometric, Action-Adventure, Old School",1.0,0.0,,"15 Nov, 2013",Beamdog,Beamdog,"English, German, Spanish - Spain, Italian, Korean, Polish, Simplified Chinese, Russian, French","(8,119)","(8,842)",723,"260.000,00₫",-67%
Tainted Grail: The Fall of Avalon,"Action, Adventure, Indie, RPG, Early Access","Early Access, RPG, Open World, Dark Fantasy, Character Customization, First-Person, Exploration, Action RPG, Immersive Sim, Choices Matter, Nonlinear, FPS, Singleplayer, Narrative, Multiple Endings, Action, Immersive, Story Rich, Lore-Rich, Combat",0.0,1.0,Tainted Grail,"30 Mar, 2023",Questline,Awaken Realms,"English, Polish, French, German, Traditional Chinese, Simplified Chinese","(1,500)","(1,815)",315,"385.000,00₫",-25%
The Jackbox Party Pack 6,"Casual, Indie, Strategy","Trivia, Casual, Multiplayer, Indie, Local Multiplayer, Funny, Party, Comedy, Board Game, Party Game, Local Co-Op, Family Friendly, Co-op, Strategy, Social Deduction, Singleplayer",1.0,0.0,Jackbox Games,"16 Oct, 2019","Jackbox Games, Inc.","Jackbox Games, Inc.",English,"(2,567)","(2,692)",125,"385.000,00₫",-45%
The Walking Dead: Saints & Sinners,"Action, Adventure, Indie, RPG, Simulation, Strategy","VR, Zombies, Action, Gore, Adventure, Horror, Survival Horror, Shooter, Violent, Survival, RPG, Singleplayer, Choices Matter, Indie, Simulation, Strategy, Open World, First-Person, FPS, Multiplayer",1.0,1.0,The Walking Dead,"23 Jan, 2020",Skydance Interactive,Skydance Interactive,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil","(7,830)","(8,897)","(1,067)","310.000,00₫",-40%
Craft The World,"Indie, RPG, Simulation, Strategy","Sandbox, Crafting, Colony Sim, Building, Survival, Strategy, Indie, Simulation, Multiplayer, 2D, RPG, City Builder, Open World, Singleplayer, Resource Management, Fantasy, Adventure, God Game, Tower Defense, Side Scroller",1.0,0.0,,"24 Nov, 2014",Dekovir Entertainment,Black Maple Games,"English, Russian, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese, Polish","(12,706)","(14,349)","(1,643)","249.000,00₫",-80%
CARRION,"Action, Adventure, Indie","Villain Protagonist, Pixel Graphics, Gore, Action, Indie, Horror, Violent, Metroidvania, Adventure, 2D, Singleplayer, Blood, Puzzle, Physics, Lovecraftian, Sci-fi, Platformer, Mature, Atmospheric, Great Soundtrack",1.0,1.0,Devolver Digital,"23 Jul, 2020",Phobia Game Studio,Devolver Digital,"English, French, German, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Spain","(20,491)","(21,703)","(1,212)","260.000,00₫",-70%
Fable Anniversary,RPG,"RPG, Open World, Fantasy, Adventure, Classic, Singleplayer, Remake, Action RPG, Choices Matter, Atmospheric, Third Person, Story Rich, Character Customization, Comedy, Action, Great Soundtrack, Medieval, Magic, Sandbox, Funny",1.0,0.0,,"12 Sep, 2014",Lionhead Studios,Xbox Game Studios,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Traditional Chinese","(10,791)","(12,676)","(1,885)","280.000,00₫",-70%
Operation: Tango,"Adventure, Casual","Online Co-Op, Co-op Campaign, Puzzle, Adventure, Casual, Wholesome, Hacking, Family Friendly, Female Protagonist, Multiplayer, Co-op, Detective, Investigation, Futuristic, Cyberpunk, First-Person, 3D, Stylized, Colorful, Heist",1.0,0.0,,"1 Jun, 2021",Clever Plays,Clever Plays,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Korean, Portuguese - Brazil, Traditional Chinese, Italian","(5,733)","(6,529)",796,"343.000,00₫",-50%
DEAD OR ALIVE 6,Action,"Fighting, Sexual Content, Nudity, Action, Mature, Female Protagonist, Violent, Multiplayer, Competitive, Anime, 3D Fighter, Ninja, Singleplayer, Free to Play, Gore, Great Soundtrack, Arcade, Local Multiplayer, Story Rich, Beat 'em up",1.0,1.0,"KOEI TECMO GAMES CO., LTD.","28 Feb, 2019","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean","(6,175)","(8,353)","(2,178)","1.587.000,00₫",-75%
Yakuza 4 Remastered,"Action, Adventure","Action, Adventure, Beat 'em up, Open World, RPG, Action RPG, Third Person, Story Rich, Crime, Drama, Comedy, Violent, Singleplayer, Sexual Content, Funny, JRPG, Combat, Anime, Great Soundtrack",0.0,1.0,Yakuza,"28 Jan, 2021",Ryu Ga Gotoku Studio,SEGA,"English, Japanese, Traditional Chinese, Korean","(3,941)","(4,298)",357,"358.000,00₫",
Worms W.M.D,"Action, Strategy","Strategy, Multiplayer, Action, Turn-Based Strategy, Funny, Local Multiplayer, 2D, Turn-Based, Shooter, Co-op, Singleplayer, Comedy, Classic, Local Co-Op, Memes, Casual, Platformer, War, Adventure, Gore",0.0,0.0,Team17,"23 Aug, 2016",Team17,Team17,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Polish, Simplified Chinese","(8,854)","(10,416)","(1,562)","350.000,00₫",-80%
Desperados III,Strategy,"Strategy, Real Time Tactics, Stealth, Western, Tactical, Isometric, Singleplayer, Assassin, Difficult, Third Person, Atmospheric, Action, Historical, Violent, Indie, Adventure, Top-Down, Survival, Great Soundtrack, RTS",1.0,1.0,Desperados,"16 Jun, 2020",Mimimi Games,THQ Nordic,"English, German, French, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Japanese, Polish","(12,253)","(12,669)",416,"470.000,00₫",-75%
OneShot,"Adventure, Casual, Indie","Story Rich, Pixel Graphics, Great Soundtrack, Indie, Cute, Atmospheric, Puzzle, Singleplayer, Choices Matter, Adventure, Multiple Endings, RPGMaker, 2D, Surreal, Exploration, RPG, Replay Value, Casual, Psychological Horror, Anime",1.0,0.0,,Dec 2016,Future Cat LLC,KOMODO,"English, Japanese, French, Spanish - Spain, Portuguese - Brazil, Korean, Simplified Chinese, Italian, Russian","(40,365)","(41,077)",712,"142.000,00₫",-50%
Bully: Scholarship Edition,"Action, Adventure","Open World, Action, Adventure, Third Person, Comedy, Singleplayer, Great Soundtrack, Funny, Classic, Dark Humor, Sandbox, Story Rich, Satire, Atmospheric, Exploration, Simulation, Mature, Controller, Multiplayer, RPG",0.0,0.0,,"21 Oct, 2008",Rockstar New England,Rockstar Games,"English, Italian, German, Spanish - Spain, French","(25,082)","(29,619)","(4,537)","258.000,00₫",-65%
LEGO® 2K Drive,Racing,"Racing, LEGO, Building, Sandbox, Funny, Family Friendly, Combat Racing, Exploration, Colorful, Comedy, Driving, Offroad, 3D, Third Person, Arcade, Open World, Character Customization, PvP, PvE, Sports",1.0,0.0,LEGO,"18 May, 2023",Visual Concepts,2K,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese",585,952,367,"1.000.000,00₫",-67%
The Break-In,"Action, Indie, Simulation, Early Access","Early Access, VR, Simulation, Multiplayer, Stealth, Crime, Online Co-Op, Heist, Action, Funny, Horror, Exploration, Platformer, 3D Platformer, Immersive Sim, Co-op, Physics, First-Person, Action-Adventure, Co-op Campaign",0.0,0.0,,"17 Jul, 2023",jorgen games Ltd,jorgen games Ltd,English,"(1,566)","(1,722)",156,"205.000,00₫",-10%
Ship of Fools,"Action, Indie","Co-op, Roguelite, Multiplayer, Roguelike, Action, Action Roguelike, 2D, Local Co-Op, Cute, Colorful, Local Multiplayer, Fantasy, Online Co-Op, Naval Combat, Singleplayer, Indie, Combat, Great Soundtrack, Naval",1.0,0.0,Team17,"22 Nov, 2022",Fika Productions,Team17,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese","(2,627)","(3,310)",683,"440.000,00₫",-50%
Dragon Age: Origins - Ultimate Edition,RPG,"RPG, Fantasy, Story Rich, Choices Matter, Singleplayer, Party-Based RPG, Real-Time with Pause, Mature, Character Customization, Adventure, Multiple Endings, Dark Fantasy, Well-Written, Strategy, Dragons, Female Protagonist, Classic, Open World, Tactical, Moddable",0.0,0.0,Dragon Age,"26 Oct, 2010",BioWare,Electronic Arts,"English, Italian, Spanish - Spain, German","(19,809)","(22,214)","(2,405)","250.000,00₫",-80%
Dishonored®: Death of the Outsider™,Action,"Stealth, Action, First-Person, Assassin, Female Protagonist, Singleplayer, Steampunk, Atmospheric, Violent, Story Rich, Magic, Adventure, Immersive Sim, Dark, Choices Matter, Gore, Open World, FPS, Parkour, Fantasy",0.0,0.0,,"14 Sep, 2017",Arkane Studios,Bethesda Softworks,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Russian, Portuguese - Brazil, Traditional Chinese","(9,599)","(10,952)","(1,353)","675.000,00₫",-80%
Loddlenaut,"Adventure, Casual, Indie","Underwater, Relaxing, Open World, Colorful, Adventure, Cute, 3D, Sci-fi, Creature Collector, Cozy, Exploration, Atmospheric, Sandbox, Casual, Crafting, Aliens, Singleplayer, Survival, Pixel Graphics, Third Person",1.0,0.0,Secret Mode,"16 Nov, 2023",Moon Lagoon,Secret Mode,"English, French, Italian, German, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese",720,732,12,"188.000,00₫",-20%
Streets of Rogue,"Action, Adventure, Indie, RPG","Roguelite, Pixel Graphics, Action Roguelike, Multiplayer, RPG, Action, Indie, Roguelike, Co-op, Adventure, Local Co-Op, Funny, Online Co-Op, Stealth, Great Soundtrack, 2D, Procedural Generation, Violent, Gore, Immersive Sim",1.0,0.0,tinyBuild,"12 Jul, 2019",Matt Dabrowski,tinyBuild,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Portuguese - Brazil, Korean","(18,779)","(19,524)",745,"260.000,00₫",-80%
KovaaK's,"Action, Indie, Simulation","Action, Shooter, Simulation, FPS, Indie, First-Person, Software Training, Singleplayer, Controller, Multiplayer",1.0,0.0,,"3 Apr, 2018",The Meta,The Meta,English,"(27,818)","(30,050)","(2,232)","120.000,00₫",-50%
DYSMANTLE,"Action, Adventure, Indie, RPG, Simulation","Survival, Open World, Crafting, Zombies, RPG, Base Building, Adventure, Exploration, Action, Destruction, Top-Down, Indie, Dystopian, Fishing, Hunting, Sandbox, Loot, Agriculture, Simulation, Atmospheric",1.0,0.0,10tons Ltd,"16 Nov, 2021",10tons Ltd,10tons Ltd,"English, Simplified Chinese, German, Russian, Turkish, French, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Italian, Traditional Chinese","(8,420)","(9,188)",768,"260.000,00₫",-60%
Nioh: Complete Edition,"Action, RPG","Souls-like, Action, RPG, Difficult, Hack and Slash, Dark Fantasy, Ninja, Action RPG, Third Person, Singleplayer, JRPG, Co-op, Multiplayer, Historical, Loot, Fantasy, Adventure, Atmospheric, Nudity, Great Soundtrack",0.0,0.0,"KOEI TECMO GAMES CO., LTD.","7 Nov, 2017","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","(26,073)","(32,507)","(6,434)","992.000,00₫",-77%
HoloParade,"Indie, Strategy","Strategy, Tower Defense, Real Time Tactics, Side Scroller, 2D, Cute, Indie, Hand-drawn, Tactical, Singleplayer, Deckbuilding, Anime",0.0,0.0,,"30 Nov, 2023",Roboqlo,holo Indie,"English, Indonesian, Japanese",714,863,149,"59.000,00₫",
LoveChoice,"Adventure, Indie, RPG, Simulation","Romance, Dating Sim, Choices Matter, Story Rich, Great Soundtrack, Visual Novel, Multiple Endings, Cute, Beautiful, Simulation, Casual, Indie, RPG, Adventure, Early Access, Interactive Fiction, Puzzle, 2D, Stylized, Anime",1.0,0.0,,"15 Nov, 2021",Akaba Studio,Akaba Studio,"English, Japanese, Traditional Chinese, Italian, Spanish - Spain, Russian, Portuguese - Brazil, Polish, Korean, French, German, Simplified Chinese","(24,816)","(26,121)","(1,305)","30.000,00₫",-20%
Children of Morta,"Action, Adventure, Indie, RPG","Multiplayer, Roguelike, Hack and Slash, Pixel Graphics, Online Co-Op, Action Roguelike, RPG, Roguelite, Action, Local Co-Op, Dungeon Crawler, Story Rich, Singleplayer, Co-op, 2D, Action RPG, Isometric, Procedural Generation, Fantasy, Action-Adventure",1.0,0.0,11 bit studios,"3 Sep, 2019",Dead Mage,11 bit studios,"English, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Portuguese - Brazil, Turkish, Korean, Traditional Chinese, Japanese, Persian","(16,410)","(18,386)","(1,976)","220.000,00₫",-75%
The Tenants,"Casual, Indie, Simulation","Management, Design & Illustration, City Builder, Life Sim, God Game, Building, Economy, Immersive Sim, Early Access, Sandbox, Replay Value, Time Management, Base Building, Relaxing, Casual, Simulation, Strategy, Stylized, Singleplayer, Indie",1.0,0.0,House Flipper,"25 Mar, 2021",Ancient Forge,Frozen District,"English, Polish, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese, Russian, Turkish, Hungarian, Korean, Romanian, Traditional Chinese, Danish, Dutch, Portuguese - Brazil, Czech","(5,086)","(6,190)","(1,104)","211.500,00₫",-70%
Pillars of Eternity II: Deadfire,RPG,"RPG, Party-Based RPG, Isometric, Story Rich, CRPG, Fantasy, Singleplayer, Character Customization, Choices Matter, Open World, Turn-Based, Real-Time with Pause, Adventure, Pirates, Nudity, Exploration, Romance, Great Soundtrack, Atmospheric, Female Protagonist",1.0,1.0,Versus Evil,"8 May, 2018",Obsidian Entertainment,Versus Evil,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Portuguese - Brazil","(15,127)","(17,219)","(2,092)","437.500,00₫",-75%
We Were Here Too,"Adventure, Casual, Indie","Escape Room, Online Co-Op, Puzzle, Co-op, Horror, Investigation, Action-Adventure, Multiplayer, First-Person, Atmospheric, Multiple Endings, Adventure, Co-op Campaign, Mystery, Psychological Horror, Linear, Casual, Dark, Immersive, Indie",1.0,0.0,We Were Here Series,"2 Feb, 2018",Total Mayhem Games,Total Mayhem Games,"English, Italian, Spanish - Spain, French, German, Simplified Chinese, Japanese, Korean, Dutch, Russian, Traditional Chinese, Polish","(6,242)","(7,727)","(1,485)","142.000,00₫",-80%
dotAGE,"Indie, Simulation, Strategy","Resource Management, Board Game, Tabletop, Turn-Based, Turn-Based Strategy, Roguelite, City Builder, Funny, Colony Sim, Survival, Pixel Graphics, Dark Humor, Building, Cute, Difficult, Roguelike, 2D, Choices Matter, Medieval, Simulation",1.0,0.0,,"4 Oct, 2023",Michele Pirovano,Michele Pirovano,"English, Italian, French, German","(1,052)","(1,083)",31,"239.000,00₫",-15%
Survival: Fountain of Youth,"Action, Adventure, Indie, Simulation, Early Access","Survival, Open World Survival Craft, Base Building, Exploration, Simulation, Crafting, Violent, Singleplayer, Realistic, Adventure, Puzzle, Early Access, Sandbox, First-Person, Open World, Historical, Building, Underwater, Immersive Sim, Action-Adventure",1.0,1.0,Twin Sails Interactive,"19 Apr, 2023",Odinsoft Inc.,Twin Sails Interactive,"English, Simplified Chinese, French, German, Russian, Spanish - Spain, Japanese","(1,531)","(1,748)",217,"295.500,00₫",-20%
Let's School,"Casual, Indie, Simulation","Management, City Builder, Strategy, Sandbox, Simulation, Building, Education, Medical Sim, Funny, Nature, Relaxing, Family Friendly, Singleplayer, Comedy, Time Management, 3D, Voxel, Economy, Open World, Indie",1.0,0.0,Pathea Games,"26 Jul, 2023",Pathea Games,Pathea Games,"English, Simplified Chinese, German, Japanese, Traditional Chinese, Korean, French, Russian","(3,915)","(4,237)",322,"260.000,00₫",-20%
PlanetSide 2,"Action, Massively Multiplayer, Free to Play","Free to Play, FPS, Massively Multiplayer, Shooter, Action, Open World, Multiplayer, Team-Based, Sci-fi, War, Tactical, First-Person, PvP, Futuristic, Co-op, Online Co-Op, Strategy, Space, Adventure, RPG",0.0,0.0,PlanetSide,"20 Nov, 2012",Rogue Planet Games,Daybreak Game Company,"English, German, French, Italian, Spanish - Spain, Russian, Simplified Chinese","(57,840)","(71,099)","(13,259)",Free,
Mindustry,Strategy,"Base Building, Resource Management, Tower Defense, Strategy, Automation, Multiplayer, Sandbox, Building, Co-op, 2D, Pixel Graphics, Online Co-Op, RTS, Singleplayer, PvE, Indie, PvP, Survival, Management, Action",0.0,0.0,,"26 Sep, 2019",AnukenDev,AnukenDev,"English, Spanish - Spain, Japanese, Portuguese - Portugal, Simplified Chinese, Traditional Chinese, French, German, Korean, Polish, Portuguese - Brazil, Russian, Ukrainian, Italian, Czech, Romanian, Swedish, Vietnamese, Turkish, Basque, Catalan, Indonesian","(15,716)","(16,393)",677,"120.000,00₫",-50%
Truck & Logistics Simulator,"Casual, Simulation, Strategy","Simulation, Casual, Strategy, Multiplayer, Driving, Open World, Automobile Sim, Realistic, Management, Economy, Singleplayer, Relaxing, First-Person, Sandbox, Moddable, Physics, Indie, Exploration, Early Access, Atmospheric",0.0,0.0,aerosoft,"30 Nov, 2023",Simula Games,Aerosoft GmbH,"English, German, French, Italian, Spanish - Spain, Arabic, Japanese, Polish, Portuguese - Portugal, Russian, Turkish, Simplified Chinese, Hungarian, Romanian, Korean, Portuguese - Brazil","(1,173)","(1,687)",514,"260.000,00₫",
Hollow Cocoon,"Adventure, Indie","Horror, Adventure, Psychological Horror, Dark, Survival Horror, Stealth, Multiple Endings, First-Person, Indie, Atmospheric, Story Rich, Realistic, Thriller, Walking Simulator, Singleplayer, Surreal, Exploration, Retro, 1980s, Controller",0.0,1.0,,"6 Dec, 2023",NAYUTA STUDIO,NAYUTA STUDIO,"English, Simplified Chinese, Japanese, Korean, German",320,355,35,"205.000,00₫",
